ディレクトリID,U1,U2,U3,U4,U5,genre
400031,CD・DVD,DVD,TVドラマ,海外,ロマンス・ラブストーリー,CD・DVD > DVD > TVドラマ > 海外 > ロマンス・ラブストーリー
508023,CD・DVD,DVD,TVドラマ,海外,刑事,CD・DVD > DVD > TVドラマ > 海外 > 刑事
508022,CD・DVD,DVD,TVドラマ,海外,青春,CD・DVD > DVD > TVドラマ > 海外 > 青春
400021,CD・DVD,DVD,TVドラマ,日本,アクション,CD・DVD > DVD > TVドラマ > 日本 > アクション
508017,CD・DVD,DVD,TVドラマ,日本,コメディー,CD・DVD > DVD > TVドラマ > 日本 > コメディー
400022,CD・DVD,DVD,TVドラマ,日本,サスペンス・ミステリー,CD・DVD > DVD > TVドラマ > 日本 > サスペンス・ミステリー
101373,CD・DVD,DVD,TVドラマ,日本,その他,CD・DVD > DVD > TVドラマ > 日本 > その他
400024,CD・DVD,DVD,TVドラマ,日本,ヒューマン,CD・DVD > DVD > TVドラマ > 日本 > ヒューマン
400025,CD・DVD,DVD,TVドラマ,日本,ロマンス・ラブストーリー,CD・DVD > DVD > TVドラマ > 日本 > ロマンス・ラブストーリー
508019,CD・DVD,DVD,TVドラマ,日本,刑事,CD・DVD > DVD > TVドラマ > 日本 > 刑事
508020,CD・DVD,DVD,TVドラマ,日本,時代劇,CD・DVD > DVD > TVドラマ > 日本 > 時代劇
508018,CD・DVD,DVD,TVドラマ,日本,青春,CD・DVD > DVD > TVドラマ > 日本 > 青春
400066,CD・DVD,DVD,アイドル,,,CD・DVD > DVD > アイドル
400012,CD・DVD,DVD,アジア・韓国,SF,,CD・DVD > DVD > アジア・韓国 > SF
400014,CD・DVD,DVD,アジア・韓国,アクション,,CD・DVD > DVD > アジア・韓国 > アクション
507998,CD・DVD,DVD,アジア・韓国,ギャング・マフィア,,CD・DVD > DVD > アジア・韓国 > ギャング・マフィア
400016,CD・DVD,DVD,アジア・韓国,コメディー,,CD・DVD > DVD > アジア・韓国 > コメディー
400009,CD・DVD,DVD,アジア・韓国,サスペンス・ミステリー,,CD・DVD > DVD > アジア・韓国 > サスペンス・ミステリー
507996,CD・DVD,DVD,アジア・韓国,スポーツ,,CD・DVD > DVD > アジア・韓国 > スポーツ
101367,CD・DVD,DVD,アジア・韓国,その他,,CD・DVD > DVD > アジア・韓国 > その他
508003,CD・DVD,DVD,アジア・韓国,ドキュメンタリー,,CD・DVD > DVD > アジア・韓国 > ドキュメンタリー
400011,CD・DVD,DVD,アジア・韓国,ヒューマン,,CD・DVD > DVD > アジア・韓国 > ヒューマン
507997,CD・DVD,DVD,アジア・韓国,ファンタジー,,CD・DVD > DVD > アジア・韓国 > ファンタジー
400017,CD・DVD,DVD,アジア・韓国,ホラー,,CD・DVD > DVD > アジア・韓国 > ホラー
508000,CD・DVD,DVD,アジア・韓国,ミュージカル,,CD・DVD > DVD > アジア・韓国 > ミュージカル
400010,CD・DVD,DVD,アジア・韓国,ロマンス・ラブストーリー,,CD・DVD > DVD > アジア・韓国 > ロマンス・ラブストーリー
553470,CD・DVD,DVD,アジア・韓国,韓国,,CD・DVD > DVD > アジア・韓国 > 韓国
508001,CD・DVD,DVD,アジア・韓国,史劇,,CD・DVD > DVD > アジア・韓国 > 史劇
507995,CD・DVD,DVD,アジア・韓国,青春,,CD・DVD > DVD > アジア・韓国 > 青春
400013,CD・DVD,DVD,アジア・韓国,戦争,,CD・DVD > DVD > アジア・韓国 > 戦争
400041,CD・DVD,DVD,アニメ,TVアニメ,,CD・DVD > DVD > アニメ > TVアニメ
500160,CD・DVD,DVD,アニメ,オリジナルアニメ,,CD・DVD > DVD > アニメ > オリジナルアニメ
500171,CD・DVD,DVD,アニメ,キッズアニメ,,CD・DVD > DVD > アニメ > キッズアニメ
101953,CD・DVD,DVD,アニメ,その他,,CD・DVD > DVD > アニメ > その他
508035,CD・DVD,DVD,アニメ,海外アニメ,,CD・DVD > DVD > アニメ > 海外アニメ
400053,CD・DVD,DVD,アニメ,劇場版,,CD・DVD > DVD > アニメ > 劇場版
400034,CD・DVD,DVD,お笑い・バラエティー,TV番組,,CD・DVD > DVD > お笑い・バラエティー > TV番組
400036,CD・DVD,DVD,お笑い・バラエティー,コント,,CD・DVD > DVD > お笑い・バラエティー > コント
204209,CD・DVD,DVD,お笑い・バラエティー,その他,,CD・DVD > DVD > お笑い・バラエティー > その他
400035,CD・DVD,DVD,お笑い・バラエティー,ライブ,,CD・DVD > DVD > お笑い・バラエティー > ライブ
400037,CD・DVD,DVD,お笑い・バラエティー,漫才,,CD・DVD > DVD > お笑い・バラエティー > 漫才
400038,CD・DVD,DVD,お笑い・バラエティー,落語,,CD・DVD > DVD > お笑い・バラエティー > 落語
207508,CD・DVD,DVD,キッズ・ファミリー,その他,,CD・DVD > DVD > キッズ・ファミリー > その他
207505,CD・DVD,DVD,キッズ・ファミリー,学習・教育,,CD・DVD > DVD > キッズ・ファミリー > 学習・教育
207501,CD・DVD,DVD,キッズ・ファミリー,子供番組,,CD・DVD > DVD > キッズ・ファミリー > 子供番組
207503,CD・DVD,DVD,キッズ・ファミリー,乗り物,,CD・DVD > DVD > キッズ・ファミリー > 乗り物
207504,CD・DVD,DVD,キッズ・ファミリー,動物,,CD・DVD > DVD > キッズ・ファミリー > 動物
211004,CD・DVD,DVD,スポーツ,ゴルフ,,CD・DVD > DVD > スポーツ > ゴルフ
211006,CD・DVD,DVD,スポーツ,サッカー,,CD・DVD > DVD > スポーツ > サッカー
211008,CD・DVD,DVD,スポーツ,スキー,,CD・DVD > DVD > スポーツ > スキー
211010,CD・DVD,DVD,スポーツ,スノーボード,,CD・DVD > DVD > スポーツ > スノーボード
101380,CD・DVD,DVD,スポーツ,その他,,CD・DVD > DVD > スポーツ > その他
508057,CD・DVD,DVD,スポーツ,ダンス,,CD・DVD > DVD > スポーツ > ダンス
568731,CD・DVD,DVD,スポーツ,テニス,,CD・DVD > DVD > スポーツ > テニス
211012,CD・DVD,DVD,スポーツ,バスケットボール,,CD・DVD > DVD > スポーツ > バスケットボール
211013,CD・DVD,DVD,スポーツ,フィッシング,,CD・DVD > DVD > スポーツ > フィッシング
406288,CD・DVD,DVD,スポーツ,フィットネス・ヨガ,,CD・DVD > DVD > スポーツ > フィットネス・ヨガ
211005,CD・DVD,DVD,スポーツ,マリンスポーツ,,CD・DVD > DVD > スポーツ > マリンスポーツ
508034,CD・DVD,DVD,スポーツ,モータースポーツ,,CD・DVD > DVD > スポーツ > モータースポーツ
508026,CD・DVD,DVD,スポーツ,格闘技・武道,キックボクシング,CD・DVD > DVD > スポーツ > 格闘技・武道 > キックボクシング
211002,CD・DVD,DVD,スポーツ,格闘技・武道,その他,CD・DVD > DVD > スポーツ > 格闘技・武道 > その他
400040,CD・DVD,DVD,スポーツ,格闘技・武道,プロレス,CD・DVD > DVD > スポーツ > 格闘技・武道 > プロレス
508027,CD・DVD,DVD,スポーツ,格闘技・武道,ボクシング,CD・DVD > DVD > スポーツ > 格闘技・武道 > ボクシング
508028,CD・DVD,DVD,スポーツ,格闘技・武道,ムエタイ,CD・DVD > DVD > スポーツ > 格闘技・武道 > ムエタイ
508029,CD・DVD,DVD,スポーツ,格闘技・武道,空手,CD・DVD > DVD > スポーツ > 格闘技・武道 > 空手
508030,CD・DVD,DVD,スポーツ,格闘技・武道,剣道,CD・DVD > DVD > スポーツ > 格闘技・武道 > 剣道
508031,CD・DVD,DVD,スポーツ,格闘技・武道,柔術,CD・DVD > DVD > スポーツ > 格闘技・武道 > 柔術
508032,CD・DVD,DVD,スポーツ,格闘技・武道,柔道,CD・DVD > DVD > スポーツ > 格闘技・武道 > 柔道
508033,CD・DVD,DVD,スポーツ,格闘技・武道,大相撲,CD・DVD > DVD > スポーツ > 格闘技・武道 > 大相撲
211007,CD・DVD,DVD,スポーツ,自転車,,CD・DVD > DVD > スポーツ > 自転車
211014,CD・DVD,DVD,スポーツ,野球,,CD・DVD > DVD > スポーツ > 野球
101950,CD・DVD,DVD,その他,,,CD・DVD > DVD > その他
300351,CD・DVD,DVD,ミュージック,インストゥルメンタル,,CD・DVD > DVD > ミュージック > インストゥルメンタル
508052,CD・DVD,DVD,ミュージック,カラオケ,,CD・DVD > DVD > ミュージック > カラオケ
300349,CD・DVD,DVD,ミュージック,クラシック,,CD・DVD > DVD > ミュージック > クラシック
101378,CD・DVD,DVD,ミュージック,その他,,CD・DVD > DVD > ミュージック > その他
562677,CD・DVD,DVD,ミュージック,韓国（K-POP）・アジア,,CD・DVD > DVD > ミュージック > 韓国（K-POP）・アジア
400057,CD・DVD,DVD,ミュージック,邦楽,R&B・ディスコ,CD・DVD > DVD > ミュージック > 邦楽 > R&B・ディスコ
400056,CD・DVD,DVD,ミュージック,邦楽,インディーズ,CD・DVD > DVD > ミュージック > 邦楽 > インディーズ
300340,CD・DVD,DVD,ミュージック,邦楽,ジャズ・ブルース,CD・DVD > DVD > ミュージック > 邦楽 > ジャズ・ブルース
300345,CD・DVD,DVD,ミュージック,邦楽,その他,CD・DVD > DVD > ミュージック > 邦楽 > その他
508048,CD・DVD,DVD,ミュージック,邦楽,テクノ・リミックス・ハウス,CD・DVD > DVD > ミュージック > 邦楽 > テクノ・リミックス・ハウス
400055,CD・DVD,DVD,ミュージック,邦楽,ヘビーメタル・ハードロック,CD・DVD > DVD > ミュージック > 邦楽 > ヘビーメタル・ハードロック
508047,CD・DVD,DVD,ミュージック,邦楽,ラップ・ヒップホップ,CD・DVD > DVD > ミュージック > 邦楽 > ラップ・ヒップホップ
300339,CD・DVD,DVD,ミュージック,邦楽,ロック・ポップス,CD・DVD > DVD > ミュージック > 邦楽 > ロック・ポップス
508051,CD・DVD,DVD,ミュージック,邦楽,演歌・歌謡曲,CD・DVD > DVD > ミュージック > 邦楽 > 演歌・歌謡曲
508050,CD・DVD,DVD,ミュージック,邦楽,童謡・民謡,CD・DVD > DVD > ミュージック > 邦楽 > 童謡・民謡
400061,CD・DVD,DVD,ミュージック,洋楽,R&B・ディスコ,CD・DVD > DVD > ミュージック > 洋楽 > R&B・ディスコ
400060,CD・DVD,DVD,ミュージック,洋楽,インディーズ,CD・DVD > DVD > ミュージック > 洋楽 > インディーズ
300348,CD・DVD,DVD,ミュージック,洋楽,ジャズ・ブルース,CD・DVD > DVD > ミュージック > 洋楽 > ジャズ・ブルース
300353,CD・DVD,DVD,ミュージック,洋楽,その他,CD・DVD > DVD > ミュージック > 洋楽 > その他
400063,CD・DVD,DVD,ミュージック,洋楽,テクノ・リミックス・ハウス,CD・DVD > DVD > ミュージック > 洋楽 > テクノ・リミックス・ハウス
508053,CD・DVD,DVD,ミュージック,洋楽,トランス・ユーロビート,CD・DVD > DVD > ミュージック > 洋楽 > トランス・ユーロビート
400064,CD・DVD,DVD,ミュージック,洋楽,パンク・ハードコア,CD・DVD > DVD > ミュージック > 洋楽 > パンク・ハードコア
508054,CD・DVD,DVD,ミュージック,洋楽,フォーク・カントリー,CD・DVD > DVD > ミュージック > 洋楽 > フォーク・カントリー
400059,CD・DVD,DVD,ミュージック,洋楽,ヘビーメタル・ハードロック,CD・DVD > DVD > ミュージック > 洋楽 > ヘビーメタル・ハードロック
400062,CD・DVD,DVD,ミュージック,洋楽,ラップ・ヒップホップ,CD・DVD > DVD > ミュージック > 洋楽 > ラップ・ヒップホップ
300347,CD・DVD,DVD,ミュージック,洋楽,ロック・ポップス,CD・DVD > DVD > ミュージック > 洋楽 > ロック・ポップス
508068,CD・DVD,DVD,趣味・実用・教養,BGV,,CD・DVD > DVD > 趣味・実用・教養 > BGV
508062,CD・DVD,DVD,趣味・実用・教養,アウトドア,,CD・DVD > DVD > 趣味・実用・教養 > アウトドア
101379,CD・DVD,DVD,趣味・実用・教養,その他,,CD・DVD > DVD > 趣味・実用・教養 > その他
508061,CD・DVD,DVD,趣味・実用・教養,ファッション・メイク,,CD・DVD > DVD > 趣味・実用・教養 > ファッション・メイク
500183,CD・DVD,DVD,趣味・実用・教養,語学,,CD・DVD > DVD > 趣味・実用・教養 > 語学
508075,CD・DVD,DVD,趣味・実用・教養,自動車・バイク,,CD・DVD > DVD > 趣味・実用・教養 > 自動車・バイク
500188,CD・DVD,DVD,趣味・実用・教養,鉄道,,CD・DVD > DVD > 趣味・実用・教養 > 鉄道
500187,CD・DVD,DVD,趣味・実用・教養,伝統,,CD・DVD > DVD > 趣味・実用・教養 > 伝統
508059,CD・DVD,DVD,趣味・実用・教養,動物・ペット,,CD・DVD > DVD > 趣味・実用・教養 > 動物・ペット
508067,CD・DVD,DVD,趣味・実用・教養,飛行機,,CD・DVD > DVD > 趣味・実用・教養 > 飛行機
500190,CD・DVD,DVD,趣味・実用・教養,美術・工芸,,CD・DVD > DVD > 趣味・実用・教養 > 美術・工芸
500186,CD・DVD,DVD,趣味・実用・教養,旅行,,CD・DVD > DVD > 趣味・実用・教養 > 旅行
500189,CD・DVD,DVD,趣味・実用・教養,料理,,CD・DVD > DVD > 趣味・実用・教養 > 料理
500185,CD・DVD,DVD,趣味・実用・教養,歴史・地理,,CD・DVD > DVD > 趣味・実用・教養 > 歴史・地理
505030,CD・DVD,DVD,特撮ヒーロー,,,CD・DVD > DVD > 特撮ヒーロー
508079,CD・DVD,DVD,舞台,オペラ,,CD・DVD > DVD > 舞台 > オペラ
508083,CD・DVD,DVD,舞台,その他,,CD・DVD > DVD > 舞台 > その他
508081,CD・DVD,DVD,舞台,バレエ,,CD・DVD > DVD > 舞台 > バレエ
508080,CD・DVD,DVD,舞台,ミュージカル,,CD・DVD > DVD > 舞台 > ミュージカル
406294,CD・DVD,DVD,舞台,演劇,,CD・DVD > DVD > 舞台 > 演劇
508082,CD・DVD,DVD,舞台,歌舞伎・能・狂言,,CD・DVD > DVD > 舞台 > 歌舞伎・能・狂言
508005,CD・DVD,DVD,邦画,SF,,CD・DVD > DVD > 邦画 > SF
101371,CD・DVD,DVD,邦画,アクション,,CD・DVD > DVD > 邦画 > アクション
300334,CD・DVD,DVD,邦画,コメディー,,CD・DVD > DVD > 邦画 > コメディー
300330,CD・DVD,DVD,邦画,サスペンス・ミステリー,,CD・DVD > DVD > 邦画 > サスペンス・ミステリー
508008,CD・DVD,DVD,邦画,スポーツ,,CD・DVD > DVD > 邦画 > スポーツ
101952,CD・DVD,DVD,邦画,その他,,CD・DVD > DVD > 邦画 > その他
508015,CD・DVD,DVD,邦画,ドキュメンタリー,,CD・DVD > DVD > 邦画 > ドキュメンタリー
300332,CD・DVD,DVD,邦画,ヒューマン,,CD・DVD > DVD > 邦画 > ヒューマン
508009,CD・DVD,DVD,邦画,ファンタジー,,CD・DVD > DVD > 邦画 > ファンタジー
200554,CD・DVD,DVD,邦画,ホラー,,CD・DVD > DVD > 邦画 > ホラー
508012,CD・DVD,DVD,邦画,ミュージカル,,CD・DVD > DVD > 邦画 > ミュージカル
300331,CD・DVD,DVD,邦画,ロマンス・ラブストーリー,,CD・DVD > DVD > 邦画 > ロマンス・ラブストーリー
300335,CD・DVD,DVD,邦画,時代劇,,CD・DVD > DVD > 邦画 > 時代劇
508010,CD・DVD,DVD,邦画,仁侠,,CD・DVD > DVD > 邦画 > 仁侠
508007,CD・DVD,DVD,邦画,青春,,CD・DVD > DVD > 邦画 > 青春
300333,CD・DVD,DVD,邦画,戦争,,CD・DVD > DVD > 邦画 > 戦争
101369,CD・DVD,DVD,洋画,SF,,CD・DVD > DVD > 洋画 > SF
101361,CD・DVD,DVD,洋画,アクション,,CD・DVD > DVD > 洋画 > アクション
563971,CD・DVD,DVD,洋画,アニメ,,CD・DVD > DVD > 洋画 > アニメ
507987,CD・DVD,DVD,洋画,ギャング・マフィア,,CD・DVD > DVD > 洋画 > ギャング・マフィア
101363,CD・DVD,DVD,洋画,コメディー,,CD・DVD > DVD > 洋画 > コメディー
101365,CD・DVD,DVD,洋画,サスペンス・ミステリー,,CD・DVD > DVD > 洋画 > サスペンス・ミステリー
507985,CD・DVD,DVD,洋画,スポーツ,,CD・DVD > DVD > 洋画 > スポーツ
101951,CD・DVD,DVD,洋画,その他,,CD・DVD > DVD > 洋画 > その他
507993,CD・DVD,DVD,洋画,ドキュメンタリー,,CD・DVD > DVD > 洋画 > ドキュメンタリー
101368,CD・DVD,DVD,洋画,ヒューマン,,CD・DVD > DVD > 洋画 > ヒューマン
507986,CD・DVD,DVD,洋画,ファンタジー,,CD・DVD > DVD > 洋画 > ファンタジー
101360,CD・DVD,DVD,洋画,ホラー,,CD・DVD > DVD > 洋画 > ホラー
507989,CD・DVD,DVD,洋画,ミュージカル,,CD・DVD > DVD > 洋画 > ミュージカル
101366,CD・DVD,DVD,洋画,ロマンス・ラブストーリー,,CD・DVD > DVD > 洋画 > ロマンス・ラブストーリー
507990,CD・DVD,DVD,洋画,史劇,,CD・DVD > DVD > 洋画 > 史劇
101362,CD・DVD,DVD,洋画,西部劇,,CD・DVD > DVD > 洋画 > 西部劇
507984,CD・DVD,DVD,洋画,青春,,CD・DVD > DVD > 洋画 > 青春
101359,CD・DVD,DVD,洋画,戦争,,CD・DVD > DVD > 洋画 > 戦争
200726,CD・DVD,LD,アイドル,,,CD・DVD > LD > アイドル
200583,CD・DVD,LD,アニメ,オリジナルアニメ,,CD・DVD > LD > アニメ > オリジナルアニメ
200584,CD・DVD,LD,アニメ,キッズアニメ,,CD・DVD > LD > アニメ > キッズアニメ
200587,CD・DVD,LD,アニメ,その他,,CD・DVD > LD > アニメ > その他
200585,CD・DVD,LD,アニメ,特撮ヒーロー,,CD・DVD > LD > アニメ > 特撮ヒーロー
200558,CD・DVD,LD,スポーツ,,,CD・DVD > LD > スポーツ
200562,CD・DVD,LD,その他,,,CD・DVD > LD > その他
200560,CD・DVD,LD,ミュージック,,,CD・DVD > LD > ミュージック
200561,CD・DVD,LD,趣味・実用・教養,,,CD・DVD > LD > 趣味・実用・教養
200582,CD・DVD,LD,邦画,その他,,CD・DVD > LD > 邦画 > その他
200581,CD・DVD,LD,邦画,ホラー・SF,,CD・DVD > LD > 邦画 > ホラー・SF
200578,CD・DVD,LD,邦画,邦映画,,CD・DVD > LD > 邦画 > 邦映画
200580,CD・DVD,LD,邦画,邦画アクション（Vシネマ）,,CD・DVD > LD > 邦画 > 邦画アクション（Vシネマ）
